"TIME","GEO","PROJECTION","INDIC_DE","Value","Flag and Footnotes"
"2050","Norway","Baseline projections","Proportion of population aged 15-64 years","60.7",""
"2050","Norway","Baseline projections","Proportion of population aged 65 years and more","24.4",""
"2050","Switzerland","Baseline projections","Median age of population","46.7",""
"2050","Switzerland","Baseline projections","Proportion of population aged 0-14 years","14.0",""
"2050","Switzerland","Baseline projections","Proportion of population aged 15-64 years","59.5",""
"2050","Switzerland","Baseline projections","Proportion of population aged 65 years and more","26.5",""
"2055","European Union - 27 countries (from 2020)","Baseline projections","Median age of population","48.4",""
"2055","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 0-14 years","13.7",""
"2055","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 15-64 years","56.2",""
"2055","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 65 years and more","30.0",""
"2055","Belgium","Baseline projections","Median age of population","45.7",""
"2055","Belgium","Baseline projections","Proportion of population aged 0-14 years","14.8",""
"2055","Belgium","Baseline projections","Proportion of population aged 15-64 years","58.3",""
"2055","Belgium","Baseline projections","Proportion of population aged 65 years and more","26.8",""
"2055","Bulgaria","Baseline projections","Median age of population","49.5",""
"2055","Bulgaria","Baseline projections","Proportion of population aged 0-14 years","13.6",""
"2055","Bulgaria","Baseline projections","Proportion of population aged 15-64 years","54.2",""
"2055","Bulgaria","Baseline projections","Proportion of population aged 65 years and more","32.2",""
"2055","Czechia","Baseline projections","Median age of population","46.5",""
"2055","Czechia","Baseline projections","Proportion of population aged 0-14 years","15.2",""
"2055","Czechia","Baseline projections","Proportion of population aged 15-64 years","55.6",""
"2055","Czechia","Baseline projections","Proportion of population aged 65 years and more","29.2",""
"2055","Denmark","Baseline projections","Median age of population","45.3",""
"2055","Denmark","Baseline projections","Proportion of population aged 0-14 years","15.5",""
"2055","Denmark","Baseline projections","Proportion of population aged 15-64 years","58.6",""
"2055","Denmark","Baseline projections","Proportion of population aged 65 years and more","25.9",""
"2055","Germany (until 1990 former territory of the FRG)","Baseline projections","Median age of population","46.8",""
"2055","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 0-14 years","14.3",""
"2055","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 15-64 years","57.4",""
"2055","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 65 years and more","28.3",""
"2055","Estonia","Baseline projections","Median age of population","48.1",""
"2055","Estonia","Baseline projections","Proportion of population aged 0-14 years","14.1",""
"2055","Estonia","Baseline projections","Proportion of population aged 15-64 years","55.8",""
"2055","Estonia","Baseline projections","Proportion of population aged 65 years and more","30.1",""
"2055","Ireland","Baseline projections","Median age of population","44.6",""
"2055","Ireland","Baseline projections","Proportion of population aged 0-14 years","16.1",""
"2055","Ireland","Baseline projections","Proportion of population aged 15-64 years","58.3",""
"2055","Ireland","Baseline projections","Proportion of population aged 65 years and more","25.6",""
"2055","Greece","Baseline projections","Median age of population","51.0",""
"2055","Greece","Baseline projections","Proportion of population aged 0-14 years","12.3",""
"2055","Greece","Baseline projections","Proportion of population aged 15-64 years","53.9",""
"2055","Greece","Baseline projections","Proportion of population aged 65 years and more","33.8",""
"2055","Spain","Baseline projections","Median age of population","50.4",""
"2055","Spain","Baseline projections","Proportion of population aged 0-14 years","12.3",""
"2055","Spain","Baseline projections","Proportion of population aged 15-64 years","54.9",""
"2055","Spain","Baseline projections","Proportion of population aged 65 years and more","32.8",""
"2055","France","Baseline projections","Median age of population","46.0",""
"2055","France","Baseline projections","Proportion of population aged 0-14 years","15.8",""
"2055","France","Baseline projections","Proportion of population aged 15-64 years","56.0",""
"2055","France","Baseline projections","Proportion of population aged 65 years and more","28.2",""
"2055","Croatia","Baseline projections","Median age of population","50.4",""
"2055","Croatia","Baseline projections","Proportion of population aged 0-14 years","12.4",""
"2055","Croatia","Baseline projections","Proportion of population aged 15-64 years","56.6",""
"2055","Croatia","Baseline projections","Proportion of population aged 65 years and more","31.0",""
"2055","Italy","Baseline projections","Median age of population","51.9",""
"2055","Italy","Baseline projections","Proportion of population aged 0-14 years","11.4",""
"2055","Italy","Baseline projections","Proportion of population aged 15-64 years","54.9",""
"2055","Italy","Baseline projections","Proportion of population aged 65 years and more","33.6",""
"2055","Cyprus","Baseline projections","Median age of population","43.8",""
"2055","Cyprus","Baseline projections","Proportion of population aged 0-14 years","14.5",""
"2055","Cyprus","Baseline projections","Proportion of population aged 15-64 years","62.0",""
"2055","Cyprus","Baseline projections","Proportion of population aged 65 years and more","23.5",""
"2055","Latvia","Baseline projections","Median age of population","49.8",""
"2055","Latvia","Baseline projections","Proportion of population aged 0-14 years","13.9",""
"2055","Latvia","Baseline projections","Proportion of population aged 15-64 years","53.3",""
"2055","Latvia","Baseline projections","Proportion of population aged 65 years and more","32.8",""
"2055","Lithuania","Baseline projections","Median age of population","51.3",""
"2055","Lithuania","Baseline projections","Proportion of population aged 0-14 years","13.0",""
"2055","Lithuania","Baseline projections","Proportion of population aged 15-64 years","54.4",""
"2055","Lithuania","Baseline projections","Proportion of population aged 65 years and more","32.5",""
"2055","Luxembourg","Baseline projections","Median age of population","47.5",""
"2055","Luxembourg","Baseline projections","Proportion of population aged 0-14 years","13.3",""
"2055","Luxembourg","Baseline projections","Proportion of population aged 15-64 years","59.7",""
"2055","Luxembourg","Baseline projections","Proportion of population aged 65 years and more","27.1",""
"2055","Hungary","Baseline projections","Median age of population","48.0",""
"2055","Hungary","Baseline projections","Proportion of population aged 0-14 years","13.9",""
"2055","Hungary","Baseline projections","Proportion of population aged 15-64 years","57.6",""
"2055","Hungary","Baseline projections","Proportion of population aged 65 years and more","28.5",""
"2055","Malta","Baseline projections","Median age of population","49.3",""
"2055","Malta","Baseline projections","Proportion of population aged 0-14 years","11.7",""
"2055","Malta","Baseline projections","Proportion of population aged 15-64 years","60.5",""
"2055","Malta","Baseline projections","Proportion of population aged 65 years and more","27.8",""
"2055","Netherlands","Baseline projections","Median age of population","46.2",""
"2055","Netherlands","Baseline projections","Proportion of population aged 0-14 years","14.5",""
"2055","Netherlands","Baseline projections","Proportion of population aged 15-64 years","58.8",""
"2055","Netherlands","Baseline projections","Proportion of population aged 65 years and more","26.7",""
"2055","Austria","Baseline projections","Median age of population","47.4",""
"2055","Austria","Baseline projections","Proportion of population aged 0-14 years","13.6",""
