"TIME","GEO","AGE","AGEDEF","C_BIRTH","UNIT","SEX","Value","Flag and Footnotes"
"2019","Netherlands","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","4 681",""
"2019","Netherlands","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","0",""
"2019","Netherlands","From 15 to 64 years","Age reached during the year","Total","Number","Total","182 808",""
"2019","Netherlands","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","23 366",""
"2019","Netherlands","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","74 556",""
"2019","Netherlands","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","84 884",""
"2019","Netherlands","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","2",""
"2019","Netherlands","65 years or over","Age reached during the year","Total","Number","Total","4 246",""
"2019","Netherlands","65 years or over","Age reached during the year","Reporting country","Number","Total","2 415",""
"2019","Netherlands","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","611",""
"2019","Netherlands","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","1 220",""
"2019","Netherlands","65 years or over","Age reached during the year","Unknown","Number","Total","0",""
"2019","Austria","Total","Age reached during the year","Total","Number","Total","109 167",""
"2019","Austria","Total","Age reached during the year","Reporting country","Number","Total","7 889",""
"2019","Austria","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","62 927",""
"2019","Austria","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","38 040",""
"2019","Austria","Total","Age reached during the year","Unknown","Number","Total","311",""
"2019","Austria","From 10 to 14 years","Age reached during the year","Total","Number","Total",":",""
"2019","Austria","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total",":",""
"2019","Austria","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2019","Austria","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2019","Austria","From 10 to 14 years","Age reached during the year","Unknown","Number","Total",":",""
"2019","Austria","From 15 to 64 years","Age reached during the year","Total","Number","Total",":",""
"2019","Austria","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total",":",""
"2019","Austria","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2019","Austria","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2019","Austria","From 15 to 64 years","Age reached during the year","Unknown","Number","Total",":",""
"2019","Austria","65 years or over","Age reached during the year","Total","Number","Total",":",""
"2019","Austria","65 years or over","Age reached during the year","Reporting country","Number","Total",":",""
"2019","Austria","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2019","Austria","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2019","Austria","65 years or over","Age reached during the year","Unknown","Number","Total",":",""
"2019","Poland","Total","Age reached during the year","Total","Number","Total","226 649","ep"
"2019","Poland","Total","Age reached during the year","Reporting country","Number","Total","59 668","ep"
"2019","Poland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","68 938","ep"
"2019","Poland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","98 043","ep"
"2019","Poland","Total","Age reached during the year","Unknown","Number","Total","0","ep"
"2019","Poland","From 10 to 14 years","Age reached during the year","Total","Number","Total","8 833","ep"
"2019","Poland","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","1 494","ep"
"2019","Poland","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","3 878","ep"
"2019","Poland","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","3 461","ep"
"2019","Poland","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","0","ep"
"2019","Poland","From 15 to 64 years","Age reached during the year","Total","Number","Total","151 623","ep"
"2019","Poland","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","46 173","ep"
"2019","Poland","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","21 653","ep"
"2019","Poland","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","83 797","ep"
"2019","Poland","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","0","ep"
"2019","Poland","65 years or over","Age reached during the year","Total","Number","Total","12 066","ep"
"2019","Poland","65 years or over","Age reached during the year","Reporting country","Number","Total","8 043","ep"
"2019","Poland","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","2 648","ep"
"2019","Poland","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","1 375","ep"
"2019","Poland","65 years or over","Age reached during the year","Unknown","Number","Total","0","ep"
"2019","Portugal","Total","Age reached during the year","Total","Number","Total","72 725",""
"2019","Portugal","Total","Age reached during the year","Reporting country","Number","Total","12 294",""
"2019","Portugal","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","11 535",""
"2019","Portugal","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","48 883",""
"2019","Portugal","Total","Age reached during the year","Unknown","Number","Total","13",""
"2019","Portugal","From 10 to 14 years","Age reached during the year","Total","Number","Total","2 754",""
"2019","Portugal","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","412",""
"2019","Portugal","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","206",""
"2019","Portugal","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","2 136",""
"2019","Portugal","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","0",""
"2019","Portugal","From 15 to 64 years","Age reached during the year","Total","Number","Total","60 135",""
"2019","Portugal","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","10 096",""
"2019","Portugal","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","8 974",""
"2019","Portugal","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","41 053",""
"2019","Portugal","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","12",""
"2019","Portugal","65 years or over","Age reached during the year","Total","Number","Total","3 797",""
"2019","Portugal","65 years or over","Age reached during the year","Reporting country","Number","Total","601",""
"2019","Portugal","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","1 539",""
