"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2003","France (metropolitan)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","53.8",""
"2003","France (metropolitan)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","84.6",""
"2003","France (metropolitan)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","70.9",""
"2003","France (metropolitan)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","France (metropolitan)","Proportion of population aged 0-14 years","18.6",""
"2003","France (metropolitan)","Proportion of population aged 15-24 years","13.0",""
"2003","France (metropolitan)","Proportion of population aged 25-44 years","28.0",""
"2003","France (metropolitan)","Proportion of population aged 45-64 years","24.1",""
"2003","France (metropolitan)","Proportion of population aged 65 years and more","16.3",""
"2003","Croatia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","49.8",""
"2003","Croatia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","83.4",""
"2003","Croatia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","65.4",""
"2003","Croatia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Croatia","Proportion of population aged 0-14 years","16.4",""
"2003","Croatia","Proportion of population aged 15-24 years","13.0",""
"2003","Croatia","Proportion of population aged 25-44 years","27.6",""
"2003","Croatia","Proportion of population aged 45-64 years","26.2",""
"2003","Croatia","Proportion of population aged 65 years and more","16.8",""
"2003","Italy","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","49.7",""
"2003","Italy","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","79.4",""
"2003","Italy","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","61.9",""
"2003","Italy","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Italy","Proportion of population aged 0-14 years","14.2",""
"2003","Italy","Proportion of population aged 15-24 years","10.8",""
"2003","Italy","Proportion of population aged 25-44 years","30.7",""
"2003","Italy","Proportion of population aged 45-64 years","25.3",""
"2003","Italy","Proportion of population aged 65 years and more","19.0",""
"2003","Cyprus","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","48.7",""
"2003","Cyprus","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","82.4",""
"2003","Cyprus","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","68.6",""
"2003","Cyprus","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Cyprus","Proportion of population aged 0-14 years","21.0",""
"2003","Cyprus","Proportion of population aged 15-24 years","15.7",""
"2003","Cyprus","Proportion of population aged 25-44 years","29.0",""
"2003","Cyprus","Proportion of population aged 45-64 years","22.6",""
"2003","Cyprus","Proportion of population aged 65 years and more","11.8",""
"2003","Latvia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","46.8",""
"2003","Latvia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","85.9",""
"2003","Latvia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","66.6",""
"2003","Latvia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Latvia","Proportion of population aged 0-14 years","16.1",""
"2003","Latvia","Proportion of population aged 15-24 years","15.1",""
"2003","Latvia","Proportion of population aged 25-44 years","28.2",""
"2003","Latvia","Proportion of population aged 45-64 years","24.8",""
"2003","Latvia","Proportion of population aged 65 years and more","15.8",""
"2003","Lithuania","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","49.6",""
"2003","Lithuania","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","86.8",""
"2003","Lithuania","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","69.6",""
"2003","Lithuania","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Lithuania","Proportion of population aged 0-14 years","18.2",""
"2003","Lithuania","Proportion of population aged 15-24 years","14.7",""
"2003","Lithuania","Proportion of population aged 25-44 years","29.3",""
"2003","Lithuania","Proportion of population aged 45-64 years","22.9",""
"2003","Lithuania","Proportion of population aged 65 years and more","14.9",""
"2003","Luxembourg","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","49.0",""
"2003","Luxembourg","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","75.8",""
"2003","Luxembourg","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","62.5",""
"2003","Luxembourg","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Luxembourg","Proportion of population aged 0-14 years","18.8",""
"2003","Luxembourg","Proportion of population aged 15-24 years","11.4",""
"2003","Luxembourg","Proportion of population aged 25-44 years","32.1",""
"2003","Luxembourg","Proportion of population aged 45-64 years","23.7",""
"2003","Luxembourg","Proportion of population aged 65 years and more","14.0",""
"2003","Hungary","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","45.9",""
"2003","Hungary","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","76.3",""
"2003","Hungary","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","60.9",""
"2003","Hungary","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Hungary","Proportion of population aged 0-14 years","16.1",""
"2003","Hungary","Proportion of population aged 15-24 years","13.7",""
"2003","Hungary","Proportion of population aged 25-44 years","28.0",""
"2003","Hungary","Proportion of population aged 45-64 years","26.8",""
"2003","Hungary","Proportion of population aged 65 years and more","15.4",""
"2003","Malta","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","46.1",""
"2003","Malta","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","75.2",""
"2003","Malta","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","63.2",""
"2003","Malta","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Malta","Proportion of population aged 0-14 years","18.7",""
"2003","Malta","Proportion of population aged 15-24 years","14.8",""
"2003","Malta","Proportion of population aged 25-44 years","27.5",""
"2003","Malta","Proportion of population aged 45-64 years","26.2",""
"2003","Malta","Proportion of population aged 65 years and more","12.8",""
"2003","Netherlands","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","47.7",""
"2003","Netherlands","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","75.4",""
"2003","Netherlands","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","61.9",""
"2003","Netherlands","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Netherlands","Proportion of population aged 0-14 years","18.6",""
"2003","Netherlands","Proportion of population aged 15-24 years","11.9",""
"2003","Netherlands","Proportion of population aged 25-44 years","30.4",""
"2003","Netherlands","Proportion of population aged 45-64 years","25.3",""
"2003","Netherlands","Proportion of population aged 65 years and more","13.7",""
"2003","Austria","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","47.0",""
"2003","Austria","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","78.6",""
"2003","Austria","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","61.0",""
"2003","Austria","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Austria","Proportion of population aged 0-14 years","16.5",""
"2003","Austria","Proportion of population aged 15-24 years","12.1",""
"2003","Austria","Proportion of population aged 25-44 years","31.1",""
"2003","Austria","Proportion of population aged 45-64 years","24.8",""
"2003","Austria","Proportion of population aged 65 years and more","15.4",""
"2003","Poland","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","44.1",""
"2003","Poland","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","76.1",""
"2003","Poland","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","64.1",""
"2003","Poland","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Poland","Proportion of population aged 0-14 years","17.8",""
"2003","Poland","Proportion of population aged 15-24 years","16.8",""
"2003","Poland","Proportion of population aged 25-44 years","28.0",""
"2003","Poland","Proportion of population aged 45-64 years","24.6",""
"2003","Poland","Proportion of population aged 65 years and more","12.8",""
"2003","Portugal","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","48.9",""
"2003","Portugal","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","78.8",""
"2003","Portugal","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","63.8",""
"2003","Portugal","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Portugal","Proportion of population aged 0-14 years","16.1",""
"2003","Portugal","Proportion of population aged 15-24 years","13.3",""
"2003","Portugal","Proportion of population aged 25-44 years","30.0",""
"2003","Portugal","Proportion of population aged 45-64 years","23.9",""
"2003","Portugal","Proportion of population aged 65 years and more","16.7",""
"2003","Romania","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","46.4",""
"2003","Romania","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","80.2",""
"2003","Romania","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","64.6",""
"2003","Romania","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Romania","Proportion of population aged 0-14 years","17.6",""
"2003","Romania","Proportion of population aged 15-24 years","15.4",""
"2003","Romania","Proportion of population aged 25-44 years","28.8",""
"2003","Romania","Proportion of population aged 45-64 years","24.1",""
"2003","Romania","Proportion of population aged 65 years and more","14.1",""
"2003","Slovenia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","42.4",""
"2003","Slovenia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","71.1",""
"2003","Slovenia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","57.0",""
"2003","Slovenia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Slovenia","Proportion of population aged 0-14 years","15.0",""
"2003","Slovenia","Proportion of population aged 15-24 years","14.0",""
"2003","Slovenia","Proportion of population aged 25-44 years","30.2",""
"2003","Slovenia","Proportion of population aged 45-64 years","26.0",""
"2003","Slovenia","Proportion of population aged 65 years and more","14.8",""
"2003","Slovakia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","42.1",""
"2003","Slovakia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","72.2",""
